type,char,group,def,pinyin
寬式,蒔,"官,吳,粵",①栽，插；②蘇州一帶插秧的季節,南通=ʦ ̕ɿ˨˩˧;丹陽=sɿ˨˦;蘇州=zɥ˩˧;廣州=si˨;東莞=si˧˨
寬式,蒦,官,繞絲、紗、綫等,南通=xu˦˨
寬式,蒟,徽,～蒻：一種多年生宿根植物。塊莖可用來製作豆腐。又叫“魔芋”,績溪=ʨy˧˥
寬式,蒻,徽,蒟～：一種多年生宿根植物。塊莖可用來製作豆腐。又叫“魔芋”,績溪=ȵyeʔ˧˨
寬式,㮟,官,①插入（縫隙）；②塞；③夾；④刁難；⑤～～：角落；⑥～～：窄縫偏僻的地方,成都=k̕a˥
寬式,榅,粵,關，拘禁,廣州=uɐn˧
寬式,楻,閩,木製的大桶,福州=k ̕uoŋ˥˧
寬式,㓼,客,用利器或徒手把繩索等分成兩段或數段：～斷,梅縣=ʦ ̕it˩
寬式,楤,吳,①挑柴草用的尖頭兒扁擔：～擔；②人態度不好，用言語頂撞別人：放～擔,金華=ʨ ̕ioŋ;寧波=ʦ ̕oŋ˥˧
寬式,楦,贛,～頭：製鞋所用的木頭製成的模型,萍乡=tʂ ̕ɥẽ˩
寬式,椵,閩,枷鎖,廈門=ke˧˥;海口=kɛ˨˩;雷州=kɛ˩
寬式,揧,官,用磨、碾、擂等方式把東西研碎,柳州=la˧˩
寬式,剾,"官,吳,贛",①用手指或細小的東西往較深處挖；②雕刻,北京=k ̕´uä;上海=k ̕ɤ˥˧;無錫=k ̕ei˦，k ̕ʏ˦，k ̕ᴇ˥˧;瀏陽=k ̕iau˧
寬式,剽,粵,～牙：個別的牙齒向外突出,廣州=piu˨
寬式,勡,粵,～參：綁架人質，勒索贖金,廣州=piu˥˧
寬式,,"贛,吳",①觀看；②診治；③觀察；④ 從縫隙中看，偷看,南昌=ʦ ̕ɿ˦˨;瀏陽=ʦ ̕ɿ˧;溫州=ʦ ̕ɿ˦˨
寬式,㪝,吳,捶打用的粗短木棍,寧波=li˨˩˧;溫州=li˩
寬式,毻,"官,吳",①落；掉：牆上的石灰～了；②鳥獸落毛；③蛇蛻皮；④人脫落毛髮,南通=t ̕ʊ˦˨ ;上海=t ̕u;蘇州=t ̕əu˥˩;無錫=t ̕əu˦˨˦，t ̕əu˦˩˨，t ̕ɤɯ˦˨˦
寬式,揅,粵,用刀轉圈割破圓柱形物,廣州=ŋan˨˩
寬式,䂻,"吳,粵","①緊塞,撑；②往裏緊塞，擠鑽進去；③已吃飽還要勉強吃",杭州=dzaŋ˩˧;寧波=ʣã˨˩˧;上海=zã˨˧;蘇州=zã˧˩;溫州=dziɛ˧;無錫=zã˧˩，ʣã˧˩;廣州=ʦaŋ˨
寬式,䂸,粵,實～～：又結實又硬貌,廣州=kuɐk˥
寬式,䂾,閩,物體表面不光滑,福州=lai˨˩˨
寬式,䂿,"官,粵",1 ①捶打，擂（拳打） ②（用臼杵）搗,烏魯木齊=t ̕a˥˩;廣州=tɐp˨
寬式,䂿,粵,2 跺（腳）,廣州=tɐm˨˩，tɐm˨
寬式,殟,"吳,客",①氣候潮濕悶熱；②煩悶，心情不舒暢；③使種子發芽；④漚肥；⑤胃不舒服；⑥腐朽、不結實,杭州=ʔuoʔ˥;寧波=uɐʔ˥;上海=uəʔ˥;蘇州=uəʔ˥;無錫=uəʔ˥;丹陽=væʔ˥;梅縣=vut˩
寬式,鄠,晉,郿～：流行於晉南的一種戲曲,太原=xu˦˥
寬式,,吳,看望；探望,上海=ʦã˥˧
寬式,睖,"贛,官,粵",（用眼睛）瞪，表示不滿意,南昌=lɛn˦˨;南通=lɛʔ˥;廣州=lɐŋ˨˩
寬式,䁐,"贛,閩,客,徽",①盼望，指望；②看守；③照料，照顧,萍乡=iã˩;南昌=iaŋ˧˥;黎川=iaŋ˥˧;都昌=iaŋ;廈門=ŋ˨˩;福州=ɔuŋ˨˩˨;于都=ȵiã˨;長汀=niaŋ˥;績溪=iõ˨;瀏陽=iaŋ˩;新干=iaŋ˧
寬式,睞,客,眼睛不正視,梅縣=lai˥˧
寬式,㼵,官,量酒、油、醋等所用的量器,柳州=t ̕i˧˩
寬式,睨,閩,①啜泣；②递眼色,福州=ŋɑ˨˩˨;雷州=ni˥
寬式,睥,閩,斜著眼看,福州=pɛ˥
寬式,賅,吳,擁有，雇用人,丹陽=kæ˧;杭州=kɛ˧;寧波=ke˥˧
寬式,睒,吳,閃电：矆～,湯溪=ɕie˧˩
寬式,睙,客,①目光迅速向周圍看；②不單用。斜眼看：拿眼～棱,梅縣=lat˥;深州=lei˧˩
寬式,睩,"閩,吳,徽",眼珠轉動，注視,福州=luʔ˥;寧波=loʔ˩˨，lɔʔ˥;績溪=nɤʔ˧˨
寬式,䁅,"粵,平",1 ①心中很煩躁、彆扭；②暴躁：渠好～，有啲事冇順意（順心）就發脾氣,廣州=mɐŋ˨˧;南寧=məŋ˥
寬式,䁅,粵,2 ～健：身體硬朗,廣州=ʦaŋ˧˥
寬式,䁊,湘,因疲勞或害病，眼睛下陷,長沙=ua˨˦
寬式,閛,"閩,吳",①關開；②碰撞；③關門聲,福州=p ̕iaŋ˥˧;上海=p ̕ã;蘇州=p ̕ã˥˩˨;無錫=p ̕ã˦˨˦，p ̕ã˦˩˨
寬式,,"贛,閩,吳",①挖掘、剜、掏；②摳,萍乡=lœ˩˧;黎川=lɛu˨;新干=lɛu˥˧;福州=lɛu˥˧;建甌=ie;上海=lɤ˥˧;溫州=lau˧;寧波=lœø˥˧
寬式,嗄,"官,閩",①嗓子哑，不能出聲；②表示惊讶,南通=so˦˨;福州=haʔ˨˦;雷州=hɛ˨˦
寬式,暄,官,物體內部空隙多而鬆軟,洛陽=ɕyan˧;牟平=ɕyan˥˩
寬式,䟱,客,拔腳離開,梅縣=p ̕at˦
寬式,跐,官,①蹭，摩擦；②用手壓實擦；③腳下滑動，打滑；④溜；滑落；⑤摩擦，多指不經意的,濟南=ʦ ̕ɿ˥，ʦ ̕ɿ˦˨;烏魯木齊=ʦ ̕ɿ˥˩;南通=ʦ ̕ɿ˨˩;南京=tʂ ̕ʅ˧˩;蘭州=ʦ ̕ɿ˦
寬式,跩,"官,晉",身體肥胖不靈活，走路搖晃,貴陽=ʦuai˥˧;洛陽=tʂuæ˥˧;南京=tʂuae˩;太原=ʦuai˥˧
寬式,𨀤,"吳,徽,粵",①躺，倒；②擀，碾；③在粉末或糊狀的東西裏滾動；④ 活動的東西從高處掉下,金華=lɛ˨˦;溫州=lai˩;績溪=na˨;廣州=løy˥˧
寬式,跢,官,以腳頓地，用力踏,北京=tuo˥˩;深州=tuo˧˩
寬式,踭,粵,①肘部：手～②足後跟：腳～③鞋後跟：鞋～,廣州=ʦaŋ˥;東莞=ʦɛŋ˨˩˧
寬式,跰,吳,跳；蹦,溫州=peŋ˧˥
寬式,𨀨,粵,跳～：活潑，矯健,廣州=ʦat˧
寬式,蝆,客,不單用。蟻類：米蝆,深州=iaŋ˧
寬式,蜊,晉,～蛄：螻蛄,太原=laʔ˨
寬式,,"吳,平",①口動；②魚～腳：魚突然用嘴碰撞人的腳,上海=tᴀʔ˥;南寧=təp˥
寬式,𠹇,粵,呸，叱人之詞,廣州=p̕ɛ˥˧
寬式,嗲,"官,吳,贛,湘,粵,平",①嬌柔，嫵媚，姿態有魅力；②好，精彩；③小孩或年輕婦女撒嬌；④服飾、用具好,南通=tiɑ˥;南京=tiɑ˩;上海=tiᴀ;蘇州=tiɑ˥˩;萍乡=tiɛ˧˥;婁底=liɔ˦;廣州=tɛ˧˥;東莞=tø˧˥;南寧=te˧
寬式,嗘,閩,用牙咬破果殼取食,雷州=k ̕ɔi˨˦
寬式,嗐,"官,贛,晉,粵,徽","①大聲喊叫；②表嘆息,表示傷感或惋惜；③用在句末表示肯定、辯解、催促等語氣；④打～嗤：打噴嚏",南通=xa˧˥;萍乡=hai˩;太原=xai˦˥;廣州=hat˥;績溪=™xa
寬式,,官,嘔吐,南通=uo˥
寬式,㟼,粵,動搖,廣州=ŋau˧˩
寬式,罧,粵,①摞（起來）；②量詞。相當於“堆、垛、片”等,廣州=lɐm˨
寬式,䍜,閩,养鷄用的笼子,福州=tɔyʔ˨˦
寬式,骱,吳,肘彎關節的總稱,杭州=ga˩˧;上海=ɡᴀ˨˧;蘇州=gɑ˧˩
寬式,錡,閩,①用錡釘連合破裂的陶瓷器物等；②粘；纏住,福州=k ̕i˥˧
寬式,,閩,坛子,廈門=tiã˧˥;福州=tiaŋ˥˧;雷州=tieŋ˩
寬式,,"官,吳",①截，斷；②身體或條形物體很短,南通=ʨ ̕øʔ˦;寧波=ʥyəʔ˩˨;上海=dʑyɪʔ˥，dʑyɪʔ˨˩
寬式,犏,官,犏牛：黃牛與犛牛交配後生的牛，用於耕地、拉車，力較大,蘭州=p ̕an˥˧
寬式,,吳,飯匙,杭州=ʦ ̕ɔ˧;寧波=ʨ ̕io˥˧
寬式,䅦,"官,平",①質地鬆而不實；②比喻人不結實,柳州=mɑ˦;南寧=mau˥˧
寬式,稙,"官,晉",早種或早熟（莊稼）,濟南=tʂʅ˨˩˧;萬榮=tʂʅ˥˩;忻州=tʂəʔ˨
寬式,䅜,"吳,官",①水道、道路由於東西堆積堵塞；②工作積壓；③堆積的東西；④量詞。用于堆積的東西,溫州=dɤu˨˦;無錫=dəu˧˩;深州=tuo˧˩
寬式,稝,"官,吳",①密，擁擠；②形容次數多,南通=mʌŋ˥;上海=mã˥˧
寬式,揫,贛,①一把一把地抓； ②扭作一團,瀏陽=ʨiəu˧
寬式,䇽,"官,贛,閩,吳,湘","用蘆葦的篾編製的狹而長的粗席子,竹席",南通=ʨiʔ˦;萍乡=tʂɛ˩˧;黎川=ʨiɛʔ˧;古田=ʨieik˧˥;漳平=ʦua˥;丹陽=ʦæʔ˥;長沙=tʂə˨˦;婁底=ke˩˧;新化=tʂɤ˨˦;益阳=ʦə˩˧
寬式,䇫,吳,篦子,溫州=ʦɿ˧
寬式,筪,閩,①竹狀植物的殼皮，多指甘蔗；②量詞。相當于“張”,海口=ha˥;雷州=ha˥
寬式,筲,"官,贛,吳,平",①筲箕狀的指紋；②竹器：～箕；③盛水器具，用鐵皮等製成,濟南=ʂɔ˨˩˧;萍乡=ʦ ̕au˩˧;南昌=sau˦˨;無錫=sɐ˦，sæ˦，sɔ˥˧;南寧=sau˥˧
寬式,筧,"官,客,湘,贛,徽",一種簡單的引水裝置，用竹子或杉木挖成槽,柳州=kiẽ;上猶=tɕyẽ˧;婁底=kẽ˦˨;瀏陽=kiĩ˨˦;績溪=ʨiẽi˨˩˧
寬式,,"官,平",①用竹棍或竹篾編成的片狀用具；②箅子，用金屬竹篾等做成的片狀蒸屜，用於隔水蒸食物,柳州=p ̕ən˦;富川=p ̕iə˥˧
寬式,,閩,①筛子；②筛東西,廈門=t̕ai˥;福州=t ̕ai˥;雷州=t ̕ai˨˦
寬式,,客,運動指關節的響聲,梅縣=pok˥
寬式,䈀,粵,用炊帚刷洗，用肥皂等物擦洗（器物）,廣州=saŋ˧˥
寬式,筤,粵,竹篾紥成架子，上糊以紙或布成拱狀，用以覆物,廣州=lɔŋ˨˩
寬式,僄,"官,湘,平",①（步履）輕快；②（說話）流利；③輕佻；④自我吹噓,銀川=p ̕iɔ˩˧;長沙=p ̕iau˥;婁底=p ̕iɤ˧˥;益阳=p ̕iau˩˧;衡阳=p ̕iau˨˦;宜章=p ̕iau˥˧
寬式,傶,"官,贛,客",挨近；親熱地靠近,銀川=ʨ ̕i˩˧;瀏陽=ʨ ̕i˦，ʦ ̕ei˦;深州=ʦ ̕i˧
寬式,毀,吳,更換：～齒（換乳牙）,寧波=ɕy˦
寬式,𤗚,粵,瓷器上的不規則縱橫紋,廣州=pek˥
寬式,牐,客,打隔斷,梅縣=ʦ ̕ap˥
寬式,牑,吳,①篾～：墊在瓦下的東西；②用細竹、蘆葦編的簾子一樣的東西,寧波=bi˨˩˧;無錫=biɪ˧˩
寬式,煲,"官,粵",①鍋；②量詞。用於計算鍋裝的物品；③熬，燉，煮（食物等）；④暗害；背後整人；⑤打；⑥（土匪）搶劫；,柳州=bāo;雷州=pau˨˦;東莞=pɔu꜍;廣州=pou˥，pou˥˧
寬式,僂,粵,～秋：（衣著、物品）不整齊，肋脦,廣州=lɐu˨˩
寬式,䣸,粵,～瞓：睡得太熟,廣州=nɐm˧
寬式,傹,粵,～驢：魯莽,廣州=kɔŋ˨
寬式,䠷,"吳,贛",身長；多人中有人個頭兒特別高：～出,寧波=t ̕io˦，t ̕iɷ˧˥;瀏陽=t ̕iau˨˦
寬式,,贛,快坐：屁股往凳上一～,瀏陽=tei˧
寬式,頎,官,細長,萬榮=ʨ ̕i˨˦
寬式,幋,吳,圍巾,溫州=bø˧˩
寬式,鈵,吳,①屏住呼吸，全身使勁；②堅持；拖延；③雙方用力抵住相持不下,杭州=pin˥;上海=piŋ;蘇州=pin˥˩˨;寧波=piŋ˦
寬式,鉏,吳,～頭,無錫=zɿ˨˦，zɿ˩˨
寬式,鈿,吳,很少的錢，銅鈿,上海=di˧;寧波=di˨˩˧;蘇州=diɪ˩˧
寬式,鉎,"閩,客,吳,粵","①銹垢,生鐵；②鑄補東西",雷州=k ̕i˧˩;于都=sã˧˩;溫州=siɛ˧;廣州=sɛŋ˧;東莞=søŋ˧˨
寬式,鈯,晉,（尖儿）鈍,神木=t ̕uəʔ˦
寬式,貆,吳,偷瓜～：刺蝟,無錫=ɕiø˦，ɕiɤ˥˧
寬式,䬳,閩,年糕類食品,海口=ʔbua˨˩˧
寬式,䬰,官,～子：烹製好的肉末、肉丁或鹽菜、榨菜末一類食品，通常是澆在別的食品面上食用,四川=sāo
寬式,腩,官,動物腹部軟肉：五花～,柳州=nǎn
寬式,膇,官,腳腫,南通=ʨye˦˨
寬式,腯,"粵,贛","1 ①粗壮，膩；②胖而結實,不單用",廣州=tɐt˥;新干=t ̕ut˧
寬式,腯,"閩,湘",2 形容（人或畜長得）肥壯,福州=t ̕ouŋ;長沙=t ̕əu˨˦
寬式,腤,官,開水或稀飯在鍋裏不停地翻滾,萬榮=ŋæ̃˨˦
寬式,塍,"閩,吳,徽,贛",①水田；②田埂,漳平=tsanö;廈門=tsanÿ;金華=ʑiŋ;寧波=ɦiŋ˨˦;績溪=ɕiã˦;瀏陽=sən˧
寬式,幐,粵,平衡，使平衡,廣州=tɐŋ˨
寬式,腬,粵,油膩，肥膩,廣州=nɐu˨
寬式,腞,粵,大遴～：指行動不靈活、動作不利索的人,廣州=ʦøn˨
寬式,腦,客,用在名詞後，表示在物體的表面：山～（山上）｜手～（手上）,于都=•nɔ
寬式,魺,閩,經過加工的小魚乾,福州=k ̕o˨˩˨
寬式,雊,官,飽嗝,萬榮=kəu˧
寬式,勨,吳,懶～～：懶散無精神,嘉興=iã˦
寬式,颬,吳,吐氣,丹陽=xɑ˧;上海=hᴀ˥˧;無錫=hɑ˦，hɑ˥˧
寬式,䫽,吳,大而不實的,杭州=p ̕ɔ˧
寬式,解,吳,①用鋸、刀等割物使斷，鋸開；②用手牽拉條狀物體使來回移動；③支付；結算；④對沖；抵消,寧波=ga˨˩˧，ka˦;上海=kᴀ，ɡᴀ;無錫=kɑ˥˨，kɑ˦
寬式,𬱕,"贛,平,吳,湘,客",①淹，沒入液體中；②強屏氣（頭）沒入水中；③點頭,南昌=ut˥;南寧=mot˨;杭州=ʔoʔ˥;金華=uəʔ˦;寧波=uɐʔ˥;上海=uəʔ˥;溫州=uai;無錫=məʔ˩˧，məʔ˧;長沙=ŋoŋ˨˦;新化=uən˦˥;梅縣=mut˥
寬式,𧧝,"官,湘,粵",①自以為是，聽不進意見；②性情乖戾，霸道：～𧨊,柳州=ŋa˧˩;長沙=ŋa˥;湘潭=ŋo˥;益阳=ŋa˧;婁底=ŋɤ˦;新化=a˧;廣州=ŋa˨;東莞=ŋa˧˨
寬式,䛛,吳,買了東西轉讓給人：該件衣裳～撥你吧,無錫=ɦuɛ˨˩˧，uᴇ˦˩˨，ɦuᴇ˨˩˧
寬式,誅,粵,（有所指地）數說或指責,廣州=ʦy˥˧
寬式,詥,官,跟別的人一起生活、交往、相處,萬榮=kɤ˥˩
寬式,詫,吳,～譚：說話誇口,寧波=ʦ ̕o˦
寬式,,吳,有點冷的感覺或者有點寒意：冷～～,無錫=sei˦，sʏ˦
寬式,廒,贛,稻穀一堆叫一廒,萍乡=ŋau˦
寬式,瘏,吳,疲憊,上海=du˨˩
寬式,瘃,吳,①凍瘡；②頭上碰起的包,杭州=tsoʔ˥;寧波=ʦoʔ˥;上海=ʦoʔ˥;蘇州=ʦoʔ˥;嘉興=ʦoʔ˥
寬式,㾥,閩,呼吸困難，憋氣,福州=tøyʔ˨˦
寬式,瘑,吳,疥瘡：～,溫州=ku˧
寬式,㾩,吳,糞～：糞便中的一种鉤蟲,無錫=kuɑ˦，kua˥˧
寬式,痭,"官,贛",子宮大量出血癥：血～｜～癥,深州=pəŋ˧;新干=pɛn˥˧
寬式,瘆,官,①冰冷；②恐怖,蘭州=ʂən˩˧
寬式,,客,～榜：指舊時科舉發榜排在最末的一個,于都=sɔ˧˩
寬式,䇏,湘,整批地買進,長沙=tei˦˩
寬式,粯,"官,吳",①～子：元麥或大麥糝兒；②粉狀,南通=xã˨˩˧;丹陽=xæ˨˦
寬式,,客,爆米花,梅縣=ʦ̕aŋ˩
寬式,䊈,官,鑽進裏面不出來，埋頭其中,柳州=mɐi˦
寬式,煎,吳,熬：～粥｜水～哉（水開了）,無錫=ʦiɪ˦˨˦，ʦiɪ˦˩˨，ʦie˦˨˦
寬式,塑,吳,面貌：～子好（長得漂亮）,寧波=su˦
寬式,𠢪,粵,用刀削、砍,廣州=p ̕it˧
寬式,煠,"官,贛,閩,吳,徽,湘,粵,平",①水煮或沸油裏燒；②連殼煮的蛋；③（食物不加調料）久煮,南通=ʦ ̕ɑʔ˥;南昌=ʦ ̕at˩;福州=saʔ˥;杭州=zaʔ˨;寧波=zɐʔ˩˨;上海=zᴀʔ˩˨;蘇州=zaʔ˧;績溪=sɔʔ˧˨;婁底=ʦ ̕a˧˥;廣州=sap˨;南寧=sap˨
寬式,𤊶,"官,粵,平",①溫度高，燙；②用火點燃,柳州=la˧˩;廣州=lat˧;南寧=lat˥
寬式,煏,"官,贛,閩,吳,客,湘,平","①乾燥而悶熱；②用蒸餾的辦法製取米酒叫煏稀熬；③把動物脂肪放在锅裏加熱使出油；④以火乾物,火勢逼人",柳州=bì;萍乡=pi˩˧;黎川=p ̕iʔ˥;福州=pɛiʔ˨˦;杭州=piəʔ˥;無錫=piəʔ˥;寧波=piɪʔ˥，biɪʔ˩˨;梅縣=pit˥;長沙=pi˨˦;益阳=pi˥;南寧=pek˧
寬式,煬,"官,吳",①火旺；②熔化金屬，雪融化,南通=iẽ˨˩;寧波=ɦiã˥˧;無錫=ɦiã˨˦，ɦiã˩˧
寬式,㷒,官,小火慢燒,洛陽=əu˥˧
寬式,煋,粵,水蒸氣或水燙,廣州=seŋ˥˧
寬式,煨,"徽,平,吳",①浇糞：～糞；②在熱的火灰中烤東西,績溪=va˧˩;南寧=ui˥˧;灌陽=uei˥˧;無錫=uɛ˦，uᴇ˦，uᴇ˥˧
寬式,㷟,"吳,徽",家禽、家畜宰殺後去毛,杭州=t ̕ui˥;寧波=t ̕æɪ˥˧;上海=t ̕ø;績溪=t ̕a˧˩
寬式,㷓,官,1 小火悶煮，蓋緊鍋蓋用微火把食物煮熟,萬榮=ʨ ̕yʌŋ˥
寬式,㷓,吳,2 火～：冬天暖手腳的中小型炭火爐,寧波=ʦ ̕oŋ˥˧
寬式,煪,"官,粵",①煙使人迷眼、發嗆甚至窒息；②火灼,銀川=ʨ ̕iəu˦;廣州=ʦ ̕ɐu˥˧
寬式,煔,"閩,湘,粵",①熱氣发散；②食物初步煮熟後，繼續用文火加溫使熟透；③興隆、旺盛貌,廈門=hã˧˥;婁底=xã˦;廣州=hɐm˧˩
寬式,煆,"官,吳",①慢慢加溫，使（饅頭等）發酵，②熟的食物再蒸；③熱氣冒出,萬榮=xa˨˦;寧波=ho˦;無錫=ho˦，hɑ˦
寬式,㴷,閩,濕,海口=ʔdam˨˩;雷州=tam˩
寬式,滒,吳,多汁,溫州=ku˧
寬式,㴛,客,不單用。潮濕：汗溻哩褂子穿著～粘哩慌,深州=tʂʅ˧˩
寬式,滭,"粵,客",①冒出，擠出；②液體噴射,廣州=pit˥;梅縣=pit˥
寬式,滉,吳,①液體晃動；②搖擺；搖晃不定,寧波=ɦuɔ̃˨˩˧
寬式,溻,"官,晉,吳,徽,客","①汗濕透浸漬（衣服等）；②（蒸饅頭時，因火力不足等原因）水蒸氣浸濕（饅頭）；③水很多且缓慢向下流,淌",洛陽=t ̕a˧;銀川=t ̕a˩˧;太原=t ̕aʔ˨;神木=t ̕aʔ˦;溫州=t ̕a˧;績溪=tɔʔ˧˨;梅縣=t ̕ap˩
寬式,溦,"閩,粵",蒙蒙細雨,福州=muoi˨˩˨;廣州=mei˧˩
寬式,滃,吳,道路有爛泥不好走,溫州=oŋ˦˨
寬式,溏,"官,平,吳",①溏瀉；②食物煮得太稀,徐州=t̕aŋ˥;江永=taŋ˦˨;寧波=dɔ̃˥˧;無錫=dã˨˦
寬式,愩,粵,①爬，鑽；②向外探：～個身出來,廣州=koŋ˧
寬式,慥,官,躁，粗心,貴陽=ʦ ̕au˨˦
寬式,慆,吳,～幽幽：慢慢地，有條理地,無錫=t ̕ɐ˦
寬式,㥮,"官,晉",固執,烏魯木齊=tʂʏu˥˩;太原=ʦəu˦˥
寬式,窠,"贛,官,吳,湘,徽",①鳥獸、昆蟲的窩，巢；②量詞。鷄等家禽兩次抱窩間下的蛋稱“一窠蛋”,萍乡=k ̕ɔ˩˧;南通=k ̕ʊ˨˩;寧波=k ̕əu˥˧;蘇州=k ̕əu˥;婁底=k ̕u˦;績溪=k ̕ɵ˧˩
寬式,䘼,閩,袖子,廈門=ŋ˥˧;福州=uoŋ˧;雷州=ui˨˩
寬式,䘿,閩,大衣,福州=k ̕ouʔ˥
寬式,禘,閩,嬰儿的尿屎布,雷州=tɔi˧˩
寬式,䪴,"吳,粵",後腦勺附近的部位,溫州=ʦaŋ˧˥;廣州=ʦɐm˧˥
寬式,盝,"閩,吳",①盒子；②略洗；③从水或液體中捞取東西,福州=løyʔ˥;杭州=loʔ˨˧;上海=loʔ˩˨
寬式,䪏,粵,軟～～：①（物）軟和；②（性格）軟弱,廣州=nɐp˨
寬式,隚,官,地～：①曬糧食的平地；②小塊平地,柳州=t ̕ɑŋ˧˩
寬式,,官,發空，質地變得鬆而不實（多指蘿蔔因失掉水分而中空）,銀川=k ̕aŋ˦
寬式,㜅,吳,漂亮；略有戲謔味兒,寧波=ɕyəʔ˥
寬式,㿳,吳,①顔色；②皮膚黑的樣子,丹陽=ʦɿ˧;上海=ʦɿ˥˧;寧波=ʦɿ˥˧
寬式,愗,粵,土里土氣，鄉巴佬的樣子,廣州=mɐu˨
寬式,綃,吳,生絲：一層絲棉叫一～,嘉興=ɕiɔ˥˩
寬式,綈,官,①一种比綢子厚實、粗糙的紡織品； ②～子：韝鞍馱物時貼身搭在牲口背上的方形氈塊,南通=t ̕i˥;蘭州=t ̕i˩˧
寬式,勦,贛,耕，勞動,黎川=t ̕au˨
寬式,摮,"官,粵",①狠揍；②搞；幹；③夠，伸長手去取,柳州=ŋɑ˧˩;廣州=ŋou˥˧
寬式,𥀈,"粵,客",皮膚上出現在皺紋,廣州=ʦap˧;梅縣=ʦap˩
寬式,摏,吳,用拳擊打,丹陽=sɔŋ˧;上海=soŋ˥˧;無錫=soŋ˦，ʂoŋ˥˧
寬式,髧,"閩,吳,粵",①下垂，耷拉；②下垂的頭髪,海口=tam˧˥;溫州=ta˧˥;廣州=tɐm˧
寬式,䯲,湘,～～腦：髮髻,婁底=pɔ˦
寬式,𢳆,"客,湘,平",①轉過來；②晃動，用力搖動,梅縣=ŋau˥˧;婁底=ŋɤ˩˧;廣州=ŋou˧˩;南寧=ŋau˨˩
寬式,墈,"贛,吳,平,湘",①較高的田埂；②用於地名；③較高的斜坡、堤岸、山崖；高地，陡立的側面；④用石塊鋪砌成的路基護坡,萍乡=k ̕õ˩;金華=k ̕ɣ˥;寧波=k ̕e˥˧;溫州=k ̕ø˦˨;長沙=k ̕õ˥;新化=k ̕õ˦˥;韶山=k ̕uɛn˥;南寧=ham˧
寬式,擆,贛,①用彎曲起來的手指擊打頭部；②砍（樵）,南昌=tɔʔ˥
寬式,墐,吳,房間用壁或板隔開、堵斷,無錫=ʥiŋ˨˩˧，ʥin˧˩
寬式,墘,"閩,官,徽,湘",邊兒，邊沿,廈門=kĩ˧˥;福州=kieŋ˥˧;雷州=ki˩;海口=ki˨˩;四川=xián;績溪=ɕie)i˦;歙縣=ɕie˦;黟縣=sie˦;浮梁=ɕi˨˦;瀏陽=ɕiĩ˥
寬式,摲,湘,把平面的缺口用若干個較小的平面拼合起來填滿,婁底=ʥã˩
寬式,摶,"官,湘,吳",①討好；巴結；②攏絡；拉攏；③聚合到一起；④揉，團,四川=tuǎn;婁底=duẽ˩˧;無錫=dø˨˦，dø˩˧，dɤ˨˦
寬式,𢲵,"贛,湘",攪動使翻個兒：～火筷,萍乡=ʦ ̕au˩;長沙=ʦ ̕au˥;婁底=ʦ ̕ɤ˧˥;新化=ʦ ̕ɔ˦˥;湘潭=ʦ ̕aɯ˥;益阳=ʦ ̕au˩˧;衡阳=ʦ ̕au˨˦
寬式,,吳,雞用爪子扒，尋找食物：雞～,無錫=sei˦，sʏ˦，sᴇ˥˧
寬式,摼,粵,用硬物敲擊：～頭殼,廣州=hɐŋ˥˧
寬式,摽,"官,晉,粵",①很快地滑脫；② 相互配合、依附；③以身體撞擊、拱開（門、墻）,貴陽=piau˨˦;銀川=piɔ˩˧;萬榮=piɑu˧;南京=piɔo˦;太原=piau˦˥;忻州=piɔ˥˧;廣州=piu˨
寬式,,吳,插；移種,上海=ʦ ̕i˥˧;溫州=ʨ ̕i˧
寬式,摕,官,拿，攜帶,柳州=tia˧˩
寬式,塽,吳,高～：地勢高,無錫=sã˥˨，sã˦
寬式,墭,閩,盛物的器皿,廈門=siã˩
寬式,,吳,草木萌發，迅猛地生長,丹陽=xɔŋ˨˦;上海=hoŋ
寬式,,閩,摇動,雷州=leu˧
寬式,,吳,①奔跑；②走；③為某種事物而奔走,溫州=zei˨˩˨
寬式,趖,"官,晉,閩,湘",①滑動；②（往地下）躺；③偷偷走開；④（蛇蟲）蠕動，爬行；⑤腳不能提起，擦著地面走路；⑥快速溜走,貴陽=so˥;應縣=ʦ ̕u;廈門=so˧˥;海口=to˧，so˧;建甌=sɔ˧;雷州=sɔ˧;長沙=so˧;婁底=so˦;湘潭=so˧;益阳=so˧;新化=so˧;邵阳=so˥
寬式,,"官,吳",①游手好閑不務正業的人；②～趤：到處游逛；逸遊,南通=lõ˧˥;寧波=lɔ̃˨˩˧;上海=lã˨;丹陽=lɑŋ˩;無錫=lã˨˩˧，lã˧˩
寬式,,吳,用五指捉物,上海=ʦo˥˧
寬式,摣,"官,吳",①無賴，不認帳；②扔，投擲；③用手指取東西,南通=ʦo˨˩;北京=tßuaiä;無錫=ʦo˦
寬式,摢,閩,碰撞,建甌=ku˦˨
寬式,摱,"官,晉,吳,粵",①大拇指指尖到小指指尖的距離；②動詞。測量；③攀登，拉引；④用力扔；⑤把事情放在一邊不做,柳州=mān;神木=mɛ˦;溫州=miɛ˧˩;廣州=man˥˧
寬式,墁,"官,晉,贛",①把泥均勻地塗在牆壁上或房頂上；②把磚、石等鋪在地面上；③鬆土：～莊戶；④身上的污垢,銀川=man˩˧;忻州=muɔ̃˥˧;瀏陽=man˩
