type,char,group,def,pinyin
寬式,,吳,“㿸”摞 用手順勢輕輕地撫摸：～～順毛,嘉興=lu˥˩;無錫=ləu˨˦，ləu˦，lɤɯ˥˧
寬式,摑,吳,打：～耳光,寧波=kuæʔ˥;無錫=kuaʔ˥
寬式,摥,"官,湘",①推平，抹光；②推扒或翻動東西,柳州=t ̕ɑŋ˨˦;婁底=t ̕ɔŋ˧˥
寬式,踅,官,1 ①橫；②旋轉；打著旋地；③搜尋,洛陽=syɛ˧˩;銀川=ɕye˥˧
寬式,踅,官,2 ～磨：稍微，略微,蘭州=ɕye˥˩
寬式,,"官,吳",①用手搓使顆粒脫落；②捋；③擦；④伸展五指抓取東西,成都=ma˨˩;萬榮=ma˥˩;溫州=mo˧˩
寬式,摝,"閩,吳,贛",①振動；搖動；②耥；③用棍棒挑或撥動；④玩,雷州=lɔk˥;寧波=loʔ˥;溫州=lɤu˨˩˨;瀏陽=ləu˦˥
寬式,,平,猛的用力摘取：～果,南寧=tət˥
寬式,摪,"官,贛,粵,吳,徽",①手指甲兩側因乾裂而翹起的硬化表皮，形如尖刺；②鍋蓋上的柄；③芒刺，尖的東西；④籮框底部兩根交叉的尖竹子，支撐籮底,柳州=ʨ ̕iɑŋ˨˦;黎川=t ̕iɔŋ˥˧;新干=ʦ ̕ioŋ˧;廣州=ʦ ̕œŋ˧;無錫=ʦ ̕iã˦˨˦，ʦ ̕iã˦˩˨;金華=ʦ ̕iɑŋ˥;績溪=ʨ ̕iõ˧˥;歙縣=ʨ ̕iɑ˨˩˧
寬式,,"吳,平",①磕碰；②敲碰器具使物全部傾倒出,上海=k ̕əʔ˥;南寧=hap˧
寬式,,吳,咳出堵塞在喉嚨裏的東西,溫州=ha
寬式,墋,官,吸收使乾,徐州=sẽ˧˥
寬式,摷,吳,打，摑：～脫伊幾記｜你勿要～～測測（打一下，尋釁）,無錫=liɐ˦，liɐ˨˦，liæ˩˧
寬式,蜝,吳,一種小螃蟹叫蟛～,寧波=ʥi˥˧
寬式,靿,"官,晉",①多指靴筒：高～兒皮鞋；②鞋、襪的筒兒,濟南=iɔr˨˩;牟平=iɑor˨˧˩;萬榮=ȵiɑu˧，iɑu˧;銀川=iɔ˩˧;烏魯木齊=iɔ˨˩˧;太原=iau˦˥;吳堡=iɤ˥˧
寬式,蓲,官,烏～：蘆葦中的一種,南通=ʨ ̕ø˨˩
寬式,蔕,官,果柄瓜蒂,萬榮=tɐr˥
寬式,勩,"官,吳,粵,徽",①磨損，老化；②器物表面磨損得光滑；③器物逐漸磨損，失去利刃或棱角,貴陽=i˨˦;南京=i˦;南通=i˨˩˧;寧波=ɦi˨˩˧;蘇州=i˥˩˨;上海=ɦi˨˧;廣州=sit˨;績溪=y˨;湯溪=ie˧˩
寬式,蔸,"官,贛,客,湘,粵",①植物的根和靠近根的莖；②量詞。棵；③量詞。叢；④個，用於人；⑤用於宗族的支派，相當於“支”“房”,貴陽=tou˥;柳州=tɐu˦;黎川=tɛu˨;于都=teu˧˩;婁底=tiɤ˦;韶山=tioɔ˧;廣州=tɐu˥˧
寬式,榪,"粵,官",①用繩子紥，摽；②用釘子釘；③～頭：床兩頭或閘扇上下兩端的橫木,廣州=ma˨˧;南通=mo˥
寬式,𣖻,粵,大～碗：比湯碗大的碗,廣州=hɔi˧˥
寬式,䴬,官,～子：麥糠或碎麥穗,銀川=mia˩˧;西安=i˨˩
寬式,㮬,閩,果樹名,雷州=iaŋ˨˦
寬式,疐,官,固執，不通情理,萬榮=tʂʅ˧
寬式,蜸,客,黄～：蚯蚓,長汀=tɕ ̕iẽ
寬式,𠢠,"官,贛,客,粵,閩,平",①荊棘，棘刺；②～雹：帶刺兒的灌木叢；③一種竹子，竹叢,柳州=lə˧˩;萍乡=lɛ˩˧;南昌=lɛt˥;黎川=lɛʔ˥;于都=le˦˨;宁都=lit˧;南康=le˦;修水=nɛ̃k˨;廣州=lɐk˨;東莞=ŋaʔ˨;瀏陽=lie˦;雷州=lua˧;江永=ləɯ˧;南寧=lək˨˧;富川=lou˦˨
寬式,酾,吳,酒、茶從壺注入杯中,上海=sᴀ˥˧
寬式,䣺,官,①把酒、油等從大容器中舀或倒一些到小容器中；②從一個容器分一些到另一個容器，不限於液體物；③整理；歸在一起,柳州=kyẽ˦
寬式,㼑,"吳,粵",①塊，片。多用於薄、硬片狀物；②瓜瓤的中間部分,寧波=li˨˩˧，li˦;蘇州=liɪ˩˧;廣州=lin˨
寬式,𥔇,粵,擊打器物的響聲,廣州=k̕uaŋ˥˧
寬式,碨,晉,用磨把糧食弄碎,忻州=vei˧˩
寬式,碫,吳,對石磨重新開鑿新齒,蘇州=tø˥˩˨;無錫=tø˦˨˦，tø˦˩˨，tɤ
寬式,㕐,吳,①盛具傾斜倒出液體：～酒,上海=ɕiᴀ;溫州=sei˦˨;寧波=ɕia˦
寬式,劂,官,剞～：工具,萬榮=ʨyᴇ
寬式,豩,官,①指老年人身體健康；②攪拌麵粉或煮飯時因水少而顯得有些乾,南通=xuã˨˩
寬式,豨,閩,豬,建甌=k ̕y˨˩
寬式,殠,贛,食物黴壞的氣味,瀏陽=ɕiəu˨˦
寬式,,官,用刀口、繩子等來回摩擦,柳州=ŋə˨˦
寬式,𣺶,粵,①動植物上的黏液；②～～：滑貌,廣州=san˧˩
寬式,㔆,"平,粵",刺,南寧=ʦam˧˩;廣州=ʦ ̕am˨˦
寬式,頕,"粵,贛",仰起頭,廣州=tam˥˧;新干=tan˥˧
寬式,睶,閩,疲乏想睡；打瞌睡,福州=ʦ̕uŋ˧
寬式,,贛,眨眼睛：～眼鬼，主意多,瀏陽=la˦
寬式,䪶,吳,臉蛋,溫州=ʦɿ˧
寬式,㬍,粵,一段時間，一段日子,廣州=pɔk˧
寬式,𥈊,"吳,粵",①眨，眼睛轉動；②閉一下眼，略睡一下；③～眼：醒目，刺目,上海=sᴀʔ˥;溫州=sa;廣州=sap˧
寬式,睺,"官,平,粵",①盯住；②監視；③看上，想要；④守候,柳州=hɐu˦;南寧=həu˥˧;廣州=hɐu˥˧
寬式,䁓,粵,偷看，窺視,廣州=ʦɔŋ˥˧
寬式,睸,粵,閉（眼、口）,廣州=mei˥˧
寬式,㗦,平,吵鬧：～嘈(形容小孩調皮),南寧=lau˧˩;临桂=ləu˩˧
寬式,閡,吳,①阻礙；②呵斥,溫州=gai˨˩˨
寬式,嗽,"官,吳,徽,閩",以嘴吮吸物,萬榮=suɤ˥˩;烏魯木齊=suɤ˨˩˧;南京=soʔ˥;南通=ɕyoʔ˦;柳州=suō;丹陽=sɔʔ˥;上海=soʔ˥;湯溪=sou˦;績溪=soʔ˧˨;歙縣=so˦˨;福州=soʔ˨˦;廈門=suʔ˩
寬式,遱,粵,副詞。不～：從來，一向,廣州=lɐu˨˩
寬式,嘌,官,聲音嘹亮、飛揚,柳州=piɑ˦
寬式,暝,閩,夜晚,福州=maŋ˥˧;漳平=mi)ö
寬式,,官,在水、泥或田地裏踏行,徐州=t̕uẽ˧˥
寬式,,官,糟蹋,萬榮=t ̕i˥˩
寬式,跼,"官,湘",①彎曲；蜷起；②歪扭不順,南通=ʨ ̕yoʔ˥;長沙=ʨiəu˨˦
寬式,踆,客,腿、腳猛然落下而受傷,深州=ʦ ̕uən˥˧
寬式,蝃,官,蜘蛛：～蛛,貴陽=ʦe˧˩
寬式,碞,粵,高低參差不齊,廣州=ŋam˨˩
寬式,,官,（豬、狗、鴨、鵝等）吃（食）,哈爾濱=tß ̕ua˧
寬式,𠼟,晉,㗄～：蒙古語指圍起來的草場，這裏指沒有房子的院子,忻州=lya)
寬式,嗻,粵,話多，喋喋不休,廣州=ʦœ˥
寬式,𠻞,"官,湘",①半不啷～：半拉子；②咳嗽,柳州=k ̕ɑŋ˧˩;長沙=k ̕an˦˩;婁底=k ̕ɔ̃˦˨;湘潭=k ̕ɔn˦˨;益阳=k ̕ã˦˩;新化=k ̕õ˦˩
寬式,嘐,"官,粵,客",囉唆，絮叨,北京=lauÿ;廣州=lou˧˩;深州=lau˧
寬式,嘇,閩,吃,廈門=sam˥˧
寬式,罱,吳,①罱河泥的工具；②用罱撈,丹陽=læÿ;杭州=niɛ̃˥˧;寧波=ne˨˩˧;蘇州=ȵiɪ˧˩
寬式,罯,"官,贛,客,平,湘,粵","①捂，遮蓋住或封閉起來，不讓透氣；②粮食因捂而變質；③掩埋；合在一起漚；④,培泥於植物根部",貴陽=o˧˩;武漢=o˨˩˧;萍乡=ŋɔ˩˧;南昌=ŋot˥;黎川=op˧;宿松=ŋo˥;新干=ŋot˧;于都=ʦẽ˧˩;南寧=əp˧;長沙=o˨˦;廣州=ɐp˥
寬式,䯊,吳,膝蓋,金華=k ̕uɤ;寧波=k ̕əu˥˧
寬式,骲,"閩,粵",① 用手擊打（頭部）；②向外突出的形狀；③扁擔兩頭上的釘或別的突出來的東西，防止繩子脫落,福州=pau;廣州=p ̕au˨˧，p ̕au˨
寬式,鍤,閩,鏟子,福州=ʦ ̕iaʔ˨˦
寬式,,官,～田：耘田,柳州=læ˦
寬式,搿,吳,①腋下挾物；②抱住，擁抱；③这個,上海=ɡəʔ˩˨;蘇州=gəʔ˧
寬式,舕,"官,晉",①伸出（舌頭）；②吐出（嘴裏的飯）；③火頭向外躥,南通=t ̕ĩ˦˨ ;神木=t ̕ɛ˥˧
寬式,箸,"吳,徽",①筷籠；②筷子,蘇州=zɥ˧˩;績溪=ʨ ̕y˨;無錫=ʐɥ˨˩˧，zɥ˧˩，dʐɥ˦˨˦
寬式,箬,"官,贛,閩,徽",①笋殼；②竹葉,南通=iɑʔ˥;都昌=ȵiɔk˨;廈門=hioʔ˩;福州=nuoʔ˥;建甌=niɔ˦˨;雷州=hiɔ˧;歙縣=ȵiɤ˧
寬式,箖,粵,烏～～：毫無所知，不了解（內情）,廣州=lɐm˨˧
寬式,箂,閩,竹編的器具，多用來盛粮量,福州=lai˥˧
寬式,,徽,大竹簍,績溪=sã˧˩
寬式,,閩,較粗的竹竿,福州=ɔuŋ
寬式,箇,"贛,吳",①這；②相當於北京話的“的”,黎川=•ko;南昌=ko˨˩˧;瀏陽=ko˩;金華=kəʔ˦
寬式,箠,閩,竹枝或樹枝等做的鞭子,福州=ʦ ̕uoi˥˧
寬式,劄,"官,吳,粵",①駐紥，駐防；②登記，計算，記錄；③刺；④ 播種莊稼,銀川=tʂa˩˧;柳州=ʦa˧˩;溫州=ʦa;廣州=ʦap˧
寬式,,客,勤奮,梅縣=ʦap˩
寬式,箢,湘,～箕：畚箕,婁底=uĩ˦
寬式,䈆,吳,①竹篾編的圓形淺口器具；②挑河泥的專用工具；③大型的篩子；④用䈆篩東西,上海=dᴀ˨˧;溫州=da˨˦;蘇州=dɑ˧˩;無錫=dɑ˧˩
寬式,,贛,手工縫補，用針綫綴牢,瀏陽=ʦan˩
寬式,㒓,"客,粵",耽誤；沒趕上,于都=t ̕a˨;廣州=t ̕at˧
寬式,儆,"贛,粵",①嬌慣；②驚惕，提防,黎川=k ̕iaŋ˩˧;新干=ʨ ̕iaŋ˧;廣州=kɛŋ˨
寬式,,晉,～ ：形容性格乖張，喜触怒，违拗他人,神木=ʦaʔ˦，ʦɿ˥˧
寬式,劁,"官,晉,徽,湘",①閹割動物；②江湖隱語。宰客；坑人,貴陽=ʨ ̕iau˥;銀川=ʨ ̕iɔ˦;萬榮=ʨ ̕iɑu˥˩;南京=ʦ ̕iɔo˧˩;柳州=ʨ ̕iɑ˦;太原=ʨ ̕iau˩;吳堡=ʦ ̕iɤ˨˩˧;應縣=ʨ ̕iau;交城=ʨ ̕iɔu˩;績溪=ɕie˧˩;長沙=ʦ ̕iau˧
寬式,僐,客,漂亮,梅縣=san˧˩
寬式,僒,官,關起來；拘禁,北京=t˛yanä
寬式,躴,"官,粵",①～躿：身体修长；②四爪～躿：四腳爬行,柳州=lɑŋ˧˩;廣州=laŋ˨˩
寬式,僝,吳,①責罵；訓斥；②受批評：吃～頭,寧波=zɛ˨˩˧
寬式,㒍,粵,～氣：說話多，費力氣,廣州=lɔ˨˩
寬式,搫,吳,①洗，除；②聚集,上海=bu˨˧;溫州=bu˧˩;無錫=bu˨˦，bu˩˧
寬式,銇,閩,鉆（孔）,福州=lɔy˨˩˨
寬式,鋌,湘,～杖：殺豬煺毛用的鐵棍,婁底=t ̕in˦˨
寬式,銚,"官,吳,粵,徽",①帶耳的鐵鍋；②煎藥或燒水用的器具：～子,萬榮=t ̕iɑu˧;南通=t ̕iɤ˨˩˧;蘇州=tiæ˥˩˨;無錫=tiɐ˦˨˦，tiæ˦˩˨，tiɔ˦˨˦;廣州=tiu˨;歙縣=t ̕iɤ˧
寬式,鉸,"徽,贛,吳",①剪；②剪刀開合的支點；③鍘刀：～刀,績溪=kɤ˧˩;瀏陽=kau˩;無錫=kɐ˥˨，kɔ˥˧
寬式,𩛍,粵,油炸食品,廣州=ʦin˥˧
寬式,戧,"官,湘",①～行：競爭；②支撐；③～水：指魚向逆水方向；④斜：～對門,武漢=ʨ̕iaŋ˥;蘭州=ʨ ̕iɔŋ˥˧;南通=ʨ ̕iẽ˨˩;長沙=ʦ ̕ian˥
寬式,䬵,吳,①嗝兒；②飽過頭要吐,寧波=ge˨˩˧
寬式,遯,粵,來回走動，逛,廣州=t ̕ɐn˨˩
寬式,䐩,閩,禽畜怀胎,雷州=kui˨˦
寬式,膍,粵,～胵：家禽的内脏,廣州=fu˧˩
寬式,膎,閩,腌魚製品,廈門=kue˧˥;雷州=kɔi˩
寬式,𦞛,粵,灼，用火：～咗啲眉毛,廣州=ʦ ̕œŋ˧˥
寬式,䐥,"官,閩,吳",①很臭或特殊的氣味；②窩囊,南京=un˧˩;雷州=ɔŋ˨˦;丹陽=ɔŋ˨˦;杭州=ʔoŋ˥˧;寧波=oŋ˥˧;上海=oŋ;蘇州=oŋ˥˩˨
寬式,膉,粵,食油或含油的食物變化,東莞=zik˦
寬式,膁,"官,粵",①牲畜身體兩旁肋骨和胯骨之間的部分；②肋骨下邊部位,萬榮=tʂ ̕æ̃˥;銀川=ʨ ̕ian˥˧;廣州=im˧˥
寬式,蜰,客,乾～：臭蟲,梅縣=p ̕i˦;長汀=piɡ˩
寬式,觫,晉,發抖,太原=suəʔ˨
寬式,䲯,閩,一種黑色的小鳥,福州=k ̕iʔ˥
寬式,誖,吳,相爭：～嘴,嘉興=bəʔ˩˨
寬式,𧨊,"湘,粵",𧧝～：性情乖戾，霸道,長沙=ʦ ̕a˥;湘潭=ʦɒ˥;益阳=ʦ ̕a˥;婁底=ʦ ̕a˦;新化=ʦa˧;廣州=ʦa˨
寬式,䛞,閩,众人傳說,雷州=haŋ˧
寬式,䛢,閩,挑唆，教唆,福州=t ̕uʔ˥
寬式,誏,吳,閑言冷語,寧波=lɔ̃˦;上海=lã˥˧
寬式,毃,"官,贛,閩,粵","用硬東西打人頭頂,用指关節敲（頭等）",貴陽=k ̕o˥;萍乡=k ̕ɔ˩˧;雷州=k ̕uak˥;廣州=k ̕ɔk˥
寬式,麽,吳,很少，很小：一～～,無錫=mi˨˦，mi˩˧
寬式,,贛,母的，雌性動物,黎川=mo˧˥
寬式,,吳,病後體弱,寧波=ʨ ̕iɪʔ˥
寬式,,客,像蜜蜂蟄般疼痛：腳骨跌斷了，痛去～～滾,梅縣=nat˥
寬式,瘌,客,傷口或瘡口將癒合時結的痂：結～,梅縣=lat˩
寬式,㾪,閩,（肉的）脂肪少;（身體）瘦,廈門=san˥˧;福州=sɛiŋ˧;海口=taŋ˨˩;雷州=saŋ˧˩
寬式,㾯,吳,①疲乏；②厭倦,溫州=uai˦˨
寬式,㾭,"官,吳,客,贛",①踡縮，收縮，捲縮；②皺褶或凸起,烏魯木齊=ʨiɤu˨˩˧;柳州=ʨiɐu˨˦;丹陽=ʨʏ˨˦;上海=ʨiɤ;深州=ʦiou˧˩;新干=ʦiu˧
寬式,瘥,"晉,閩,吳",病情好轉，痊愈,吳堡=ʦɑ˨˩˧;福州=ʦ ̕a˥;寧波=ʦ ̕o˦
寬式,瘕,"官,贛,閩,湘,粵,吳",①嗓子沙啞；②哮喘病人喉咙中的痰；③哮喘,武漢=xa˥;南昌=ha˦˨;雷州=hɛ˨˦;婁底=xɔ˦;廣州=ha˥;無錫=ho˦
寬式,,閩,麻风病,建甌=t ̕uɛ˨˩
寬式,,客,疲憊,梅縣=k̕oi˥˧;北流=k ̕ɔi˥˨;容縣=k ̕ɔi˦˨
寬式,竭,贛,腋下夾物：～本書,瀏陽=k ̕ie˦
寬式,竮,閩,腿或腳有毛病,福州=p ̕iaŋ˧
寬式,𣂆,"官,粵,吳",①滿出來；②均勻，勻著,柳州=p ̕ɐn˧˩;廣州=p ̕aŋ˥˧;無錫=p ̕ã˦
寬式,𠟤,湘,①閹割；②給牛去勢,長沙=siẽ˥;婁底=ɣĩ˩
寬式,,官,～：山羊,蘭州=ʨy˩˧
寬式,糁,"吳,粵",①飯粒；②撒（粉末、顆粒）,上海=sø;蘇州=sø˥;廣州=sɐm˧˥
寬式,㪠,閩,①（動作）蓋；②蓋子,福州=k ̕aiŋ˨˩˨
寬式,,官,擦（傷）：手～破,深州=ʦ ̕əŋ˧˩
寬式,熕,閩,旧时稱大炮,雷州=kɔŋ˧˩
寬式,煿,官,①烹調方法，將食品粘上麵糊在鍋裏煎：～魚；②灼熱，使人有灼燙感；③烘乾,牟平=po˨˩˧
寬式,熚,客,陶瓷、玻璃器皿受熱破裂的聲音,梅縣=pit˥
寬式,熢,"官,吳,粵",①柴火一下子燒得很猛；②潮熱；③把食物放在剛煮乾水的飯上，以飯的蒸汽進行加熱,柳州=p ̕oŋ˦;溫州=boŋ˨˦;無錫=boŋ˧˩;廣州=p ̕oŋ˧˩
寬式,熇,"閩,粵,吳,官",①在鐵锅裏烤熱，乾炒不放油，用火使食物乾燥成熟；②取暖；③微火慢煮，使收湯汁,福州=koʔ˨˦;蘇州=k ̕æ˥˩˨;北京=k£au˥˩;廣州=hɔk˧
寬式,𤌍,湘,燙：水好～人,長沙=o˥
寬式,熁,"閩,吳",①天氣悶熱；②在太陽下略曬，使乾,福州=hieʔ˨˦;無錫=ɕiɪ˦˨˦
寬式,熥,晉,涼了的熟的食物再蒸熱,太原=t ̕əŋ˩
寬式,漤,晉,（柿子）放在熱水裏泡幾天，除去澀味,太原=læ) ˥˧
寬式,漺,吳,清～：乾淨,無錫=sã˥˨，sã˦
寬式,滮,"閩,吳,平",①水流急瀉而下；②管子裏的水衝出来,福州=pieu˥;寧波=pio˥˧;寧遠=piəu
寬式,潒,吳,1 田野,溫州=ji˧˩
寬式,潒,吳,2 雷陣雨,溫州=ji˨˦
寬式,漈,"閩,吳",小瀑布,古田=ʨie˩;溫州=ʦ ̕ei˦˨
寬式,漮,粵,糧食類失去油性而變質，有異味,廣州=hɔŋ˧˥
寬式,滰,"吳,粵",漉，使液體濾去，留下固體,溫州=ʨiaŋ˦˨;廣州=k ̕eŋ˨˩
寬式,慲,吳,記住,溫州=maŋ˧˩
寬式,慒,粵,思慮,廣州=ʦou˥˧
寬式,慞,官,因受驚嚇而神情呆滯,烏魯木齊=tʂɑŋ˦
寬式,搴,粵,掀起，揭開,廣州=k ̕in˨˦
寬式,㝩,"官,湘",①蓋；②扣；③隱瞞；④发霉味兒,成都=k ̕aŋ˥˧;四川=k ̕oŋ ˧;柳州=k ̕ɑŋ;長沙=k ̕an˧
寬式,,客,形容打盹時頭擺動的樣子,梅縣=ŋap˩
寬式,寣,"官,客,吳",①一會兒；②睡一覺；③夜裏剛睡不久又醒來,南通=xuɛʔ˦;上海=huəʔ˥;杭州=huoʔ˥;寧波=huæʔ˥;金華=hoʔ˦;溫州=ɕy;蘇州=huəʔ˥;嘉興=huəʔ˥;梅縣=fut˩
寬式,皸,贛,足坼：開～,萍乡=tʂɥẽ˩˧
寬式,褡,晉,①把被子、毯子等横蓋在身上；②在被子上加蓋毯子、衣服等,神木=taʔ˦
寬式,䙅,官,①高梁的一種，稈可作為綑紥繩子；②用低稈作物做成的繩狀物兒：～子,牟平=iɑor˨˧˩;南通=iɤ˦˨;萬榮=iɑu˧
寬式,褙,"吳,徽",①薄片狀的東西粘在其他東西上面；②舊時將多層破布用漿糊粘合後曬乾成硬布片，用來做鞋幫及鞋底襯層,丹陽=pæ˨˦;寧波=pɐɪ˥˧;績溪=pa˧˥
寬式,䙄,"官,湘",①～子：一塊整布做衣服不夠時貼上一小塊布料；②～咐：鄭重其事地吩咐,南通=ʦ ̕ɑʔ˦;婁底=ʦua˩˧
寬式,褌,平,褲：～頭｜～袋（褲襠）,寧遠=kuaŋ
寬式,鼏,吳,使合縫嚴密,杭州=miəʔ˨
寬式,䫀,吳,頸項：頸～,無錫=kəŋ˥˨
寬式,㓾,客,劃開,梅縣=sioŋ˦
寬式,㞞,"官,吳",①精液；②傢伙；③作詞尾，構成指人的名詞。大都是貶義的；③怯懦，無能；④令人生厭或鄙棄的（事物）；⑤愚蠢、做事无能,烏魯木齊=suŋ˥˩;濟南=ɕyŋ˦˨;銀川=suəŋ˥˧;柳州=soŋ˧˩;湯溪=zɑo˩˧
寬式,彄,官,～～：用繩子、鐵絲等綰成的，用以系物的套狀物,四川=kōu
寬式,勥,"官,平",1 ①欺侮；②看不起,柳州=k ̕iɑŋ˦;南寧=k ̕iɐŋ˥˧
寬式,勥,閩,2 能幹,廈門=k̕iaŋ˨˩
寬式,嫨,湘,做事拖沓,長沙=xan˧;湘潭=xan˧;益阳=xã˧;婁底=xã˦;新化=xã˧
寬式,㜘,官,～～□□：幹活不踏實，嬌氣十足,銀川=tʂa˦
寬式,嫲,"客,粵",①母；②阿～：祖母,梅縣=ma˧˩;新丰=ma˨˦;廣州=ma˨˩
寬式,𣗺,"官,贛,閩,粵,湘,平",①油茶等榨油後的渣滓製成餅狀，用做肥料或飼料；②餅子,貴陽=k ̕u˥;柳州=k ̕u˦;黎川=k ̕u˨;新干=k ̕u˥˧;福州=k̕u˥;雷州=k ̕ɛu˨˦;廣州=fu˥˧;婁底=k ̕u˦;益阳=k ̕u˧;衡阳=k ̕u˦˥;新化=k ̕u˧;南寧=hu˥˧
寬式,𧯫,"官,粵",撐開、張開,萬榮=tʂɤ˥˩;廣州=ʦɐŋ˥˧
寬式,瞀,官,眼睛～：眼睛有點矇，看得不真切,柳州=u˨˦
寬式,斲,贛,斫、砍：～肉,瀏陽=to˦
寬式,緔,"官,晉,湘",把鞋幫和鞋底縫合成鞋,南京=ʂɑŋ˦;太原=sɒ̃˦˥;婁底=ʑiɔŋ˩
寬式,緄,"粵,徽",～條：沿著衣服、布鞋等的邊緣縫上布條、帶子等,廣州=k ̕uɐn˧˥;績溪=kuã˨˩˧
寬式,綯,"官,湘,粵,平",①捆綁；②用繩子拴住；③繩索,柳州=t ̕ɑ˧˩;婁底=dɤ˧˥;東莞=t ̕ɔu˨˩;廣州=t ̕ou˧˩;南寧=tau˨˩
寬式,㔃,吳,用力使物轉向,寧波=ʦɥœʔ˥
寬式,㔢,"官,晉,吳","①折斷，掐斷；②強制使之就範；矯正；③把物品使勁拉斷,扯斷；④用力（做）",濟南=ʨ ̕yə˥;牟平=c ̕yə˥˩;萬榮=ʨyᴇ˥˩;銀川=ʨ ̕ye˥˧;太原=ʨyəʔ˨;神木=ʨyəʔ˦;吳堡=ʨyəʔ˦;寧波=ʦyəʔ˥
寬式,,客,搓麻：～麻,梅縣=ʦiap˩
寬式,綰,"官,晉,贛",①把長條的東西盤繞起來打成結；②把衣服的袖子、褲腿等部分向上捲；③ 編織，編結,牟平=uan˨˩˧;萬榮=uæ)˥;蘭州=van˦;太原=væ)˥˧;瀏陽=uan˨˦
寬式,綟,粵,①結：打一個～；②節：竹～；③比喻難題,廣州=lit˧
寬式,,閩,捕魚的網,福州=mɔyŋ
寬式,憃,吳,丟臉，愚相,丹陽=ʦ ̕ɔŋ˨˦;嘉興=ʦ ̕oŋ˧˥
寬式,靚,"官,粵,客",漂亮，好看，美丽,柳州=liàng;廣州=lɛŋ˧;東莞=ŋøŋ˧˨;梅縣=ʦiaŋ˦
寬式,漦,"官,閩,粵,平",①涎沫；②（動植物体上的）黏液,柳州=ʦ ̕ã˧˩;福州=t ̕i˥;廣州=san˨˩;南寧=san˨˩
寬式,𢴬,"贛,湘,粵,吳",①（身體）失去平衡而倒下；②落下而破損；③抓住物體的一端或用另一端擊打：～禾；④牽扯,萍乡=pã˩;婁底=pã˧˥;廣州=pan˧;無錫=pɛ˦˨˦，pᴇ˦˩˨
寬式,髲,吳,～子：婦女的髮髻巾，外加的紮成把的頭髮,無錫=bi˨˩˧，bi˧˩
寬式,擖,"官,平",①摑；②撞，碰，卡；③攪；④關（進監獄）；⑤用刀等刮,武漢=k ̕ua˨˩˧;南寧=kuet˧
寬式,撢,"官,吳,粵",①探一下河水的深度；②喻摸清情況；③取下，摘下，卸下；④探取，掏摸,南通=tã˥;上海=t ̕ø;蘇州=t ̕ø˥˩˨;廣州=iɐm˧˩
寬式,撅,客,雞～食：雞用爪子在地上找吃的,梅縣=k ̕iat˥
寬式,撩,"贛,吳",①用手指刮取、掏取東西，尋取；②伸手或用工具取放在遠處高處的東西；③修剪：～齊,萍乡=liau˦;瀏陽=liau˧;寧波=liɷ˥˧;無錫=liɐ˨˦，liæ˩˧，liɔ˨˦
寬式,撍,"粵,吳",①抽，拔：～毛（拔毛）；②兩手把持盛物的器具上下有節奏地簸動，使裏面的東西調勻,廣州=ʦ ̕im˨˩;寧波=ʦɛ̃˦
寬式,趝,閩,踮（腳）,福州=naiŋ˨˩˨
寬式,䞴,湘,跳躍（多用於動物）,婁底=ʦɤ˧˥
寬式,䞳,吳,跌跤,上海=boʔ˩˨
寬式,趢,粵,一仆一～：連滾帶爬，走路跌跌撞撞,廣州=lok˥
寬式,䞷,吳,①含怒不別而行；②怒而出走的樣子,上海=ʥyʔ
寬式,撔,吳,（竹竿、手臂等）在空中擺動、揮動,溫州=viɛ˨˦
寬式,㩄,粵,①糟蹋；浪費：～錢；②大材小用；③夭折的委婉說法,廣州=sai˥˧
寬式,撨,閩,扭轉，撥,雷州=ʦ ̕iau˩
寬式,鋬,"官,吳",①繫聯物體的部分；②器物上的提梁把手,萬榮=p ̕iæ)˧;南通=p ̕ã˦˨;杭州=phɛ̃˥;上海=p ̕ᴇ;無錫=p ̕ɛ˦˨˦，p ̕ᴇ˦˩˨
寬式,撳,"官,吳,湘,平",1 摁，用手按、壓,南通=ʦ ̕eŋ˦˨;寧波=ʨ ̕iŋ˦;蘇州=ʨ ̕in˥˩˨;婁底=ʨ ̕in˦˨;南寧=kəm˨
寬式,撳,平,2 ～沉：絮絮叨叨地責備,南寧=ŋəm˨˩
寬式,撝,粵,咧開（嘴），裂開（口子）,廣州=uɛ˨˦
寬式,撚,"贛,粵,平",1 ①用手指，使勁夾； ②摁（滅）；③ 玩弄，擺弄,黎川=niɛn˦;廣州=nɐn˧˥;東莞=nɐn˧˥;南寧=nən˧，nen˧
寬式,撚,平,2 ①用拇指和其他手指捏住； ②摁（開關）,南寧=nen˨˦
寬式,撚,平,3 使吃苦頭；整,南寧=nən˧
寬式,,平,扔掉，丟掉：～出去,临桂=ʧæ˥˧
寬式,,贛,鬆軟，不緊湊，不結實,黎川=p ̕ou˨
